nombre_area,estado,poblacion,lat,lon,tipo_zona,consumo_anual_m3
Villa Guerrero,México,68652,18.97,-99.63,Agrícola,48056400
Villa Victoria,México,104840,19.43,-99.98,Agrícola,73388000
Xonacatlán,México,55803,19.42,-99.52,Mixta,44642400
Zacazonapan,México,4130,19.1,-100.22,Agrícola,2891000
Zacualpan,México,15424,18.72,-99.78,Agrícola,10796800
Zinacantepec,México,204640,19.28,-99.73,Mixta,163712000
Zumpahuacán,México,17711,18.83,-99.58,Agrícola,12397700
Zumpango,México,230855,19.8,-99.1,Mixta,207769500
Cuautitlán Izcalli,México,555165,19.65,-99.22,Industrial,666198000
Valle de Chalco Solidaridad,México,396780,19.28,-98.93,Mixta,476136000
Luvianos,México,27891,18.9,-100.37,Agrícola,19523700
San José del Rincón,México,99965,19.6,-100.15,Agrícola,69975500
Tonanitla,México,12423,19.68,-99.03,Mixta,9938400
Acuitzio,Michoacán de Ocampo,11537,19.48,-101.33,Agrícola,8075900
Aguililla,Michoacán de Ocampo,14979,18.82,-102.73,Agrícola,10485300
Álvaro Obregón,Michoacán de Ocampo,22687,19.82,-101.05,Mixta,18149600
Angamacutiro,Michoacán de Ocampo,13994,20.15,-101.7,Agrícola,9795800
Angangueo,Michoacán de Ocampo,11084,19.63,-100.28,Servicios,9975600
Apatzingán,Michoacán de Ocampo,130871,19.08,-102.35,Mixta,117783900
Aporo,Michoacán de Ocampo,3438,19.67,-100.43,Agrícola,2406600
Aquila,Michoacán de Ocampo,24423,18.6,-103.5,Agrícola,17096100
Ario,Michoacán de Ocampo,36306,19.2,-101.7,Agrícola,25414200
Arteaga,Michoacán de Ocampo,21869,18.35,-102.28,Agrícola,15308300
Briseñas,Michoacán de Ocampo,11545,20.27,-102.45,Agrícola,8081500
Buenavista,Michoacán de Ocampo,45538,19.2,-102.58,Agrícola,31876600
Carácuaro,Michoacán de Ocampo,9097,18.98,-101.12,Agrícola,6367900
Coahuayana,Michoacán de Ocampo,17042,18.72,-103.67,Agrícola,11929400
Coalcomán de Vázquez Pallares,Michoacán de Ocampo,19633,18.78,-103.17,Agrícola,13743100
Coeneo,Michoacán de Ocampo,21262,19.82,-101.58,Agrícola,14883400
Contepec,Michoacán de Ocampo,35905,19.95,-100.17,Agrícola,25133500
Copándaro,Michoacán de Ocampo,9340,19.85,-101.23,Agrícola,6538000
Cotija,Michoacán de Ocampo,19688,19.82,-102.7,Agrícola,13781600
Cuitzeo,Michoacán de Ocampo,29849,19.97,-101.13,Mixta,23879200
Charapan,Michoacán de Ocampo,13063,19.63,-102.27,Agrícola,9144100
Charo,Michoacán de Ocampo,25145,19.7,-101.05,Agrícola,17601500
Chavinda,Michoacán de Ocampo,10483,20,-102.45,Agrícola,7338100
Cherán,Michoacán de Ocampo,20588,19.68,-101.95,Agrícola,14411600
Chilchota,Michoacán de Ocampo,39527,19.83,-102.17,Agrícola,27668900
Chinicuila,Michoacán de Ocampo,4923,18.72,-103.4,Agrícola,3446100
Chucándiro,Michoacán de Ocampo,5109,19.9,-101.35,Agrícola,3576300
Churintzio,Michoacán de Ocampo,5215,20.12,-101.9,Agrícola,3650500
Churumuco,Michoacán de Ocampo,13880,18.63,-101.63,Agrícola,9716000
Ecuandureo,Michoacán de Ocampo,11943,20.1,-102.27,Agrícola,8360100
Epitacio Huerta,Michoacán de Ocampo,16117,20.2,-100.28,Agrícola,11281900
Erongarícuaro,Michoacán de Ocampo,15865,19.58,-101.72,Agrícola,11105500
Gabriel Zamora,Michoacán de Ocampo,22045,19.18,-102.05,Agrícola,15431500
Hidalgo,Michoacán de Ocampo,124806,19.7,-100.55,Mixta,99844800
La Huacana,Michoacán de Ocampo,30635,18.97,-102,Agrícola,21444500
Huandacareo,Michoacán de Ocampo,11943,19.92,-101.3,Agrícola,8360100
Huaniqueo,Michoacán de Ocampo,8229,19.87,-101.5,Agrícola,5760300
Huetamo,Michoacán de Ocampo,41973,18.62,-100.88,Mixta,33578400
Huiramba,Michoacán de Ocampo,8900,19.52,-101.43,Agrícola,6230000
Indaparapeo,Michoacán de Ocampo,17804,19.72,-100.98,Agrícola,12462800
Irimbo,Michoacán de Ocampo,15865,19.72,-100.47,Agrícola,11105500
Ixtlán,Michoacán de Ocampo,13880,20.2,-102.4,Agrícola,9716000
Jacona,Michoacán de Ocampo,68781,19.95,-102.28,Mixta,55024800
Jiménez,Michoacán de Ocampo,12727,19.92,-101.45,Agrícola,8908900
Jiquilpan,Michoacán de Ocampo,35306,19.98,-102.72,Mixta,28244800
Juárez,Michoacán de Ocampo,14925,19.3,-100.43,Agrícola,10447500
Jungapeo,Michoacán de Ocampo,21669,19.45,-100.5,Agrícola,15168300
Lagunillas,Michoacán de Ocampo,5874,19.58,-101.4,Agrícola,4111800
Madero,Michoacán de Ocampo,19176,19.38,-101.27,Agrícola,13423200
Maravatío,Michoacán de Ocampo,89311,19.9,-100.43,Mixta,71448800
Marcos Castellanos,Michoacán de Ocampo,13994,19.9,-102.9,Agrícola,9795800
Lázaro Cárdenas,Michoacán de Ocampo,196003,17.97,-102.2,Industrial,235203600
Morelia,Michoacán de Ocampo,849053,19.7,-101.18,Servicios,1018863600
Morelos,Michoacán de Ocampo,8395,20.05,-101.5,Agrícola,5876500
Múgica,Michoacán de Ocampo,45155,19.03,-102.08,Agrícola,31608500
Nahuatzen,Michoacán de Ocampo,31697,19.63,-101.9,Agrícola,22187900
Nocupétaro,Michoacán de Ocampo,8229,19.05,-101.18,Agrícola,5760300
Nuevo Parangaricutiro,Michoacán de Ocampo,21262,19.42,-102.13,Agrícola,14883400
Nuevo Urecho,Michoacán de Ocampo,9097,19.2,-101.87,Agrícola,6367900
Numarán,Michoacán de Ocampo,9513,20.25,-101.88,Agrícola,6659100
Ocampo,Michoacán de Ocampo,24775,19.58,-100.35,Agrícola,17342500
Pajacuarán,Michoacán de Ocampo,21183,20.12,-102.55,Agrícola,14828100
Panindícuaro,Michoacán de Ocampo,15865,19.98,-101.77,Agrícola,11105500
Parácuaro,Michoacán de Ocampo,26920,19.15,-102.22,Agrícola,18844000
Paracho,Michoacán de Ocampo,39333,19.65,-102.05,Mixta,29500000
Pátzcuaro,Michoacán de Ocampo,98297,19.52,-101.6,Servicios,98297000
Penjamillo,Michoacán de Ocampo,16578,20.1,-101.92,Agrícola,11604600
Peribán,Michoacán de Ocampo,30548,19.52,-102.42,Agrícola,21383600
La Piedad,Michoacán de Ocampo,106400,20.33,-102.02,Mixta,95760000
Purépero,Michoacán de Ocampo,16335,19.92,-102,Agrícola,11434500
Puruándiro,Michoacán de Ocampo,68045,20.1,-101.52,Mixta,54436000
Queréndaro,Michoacán de Ocampo,14173,19.78,-100.88,Agrícola,9921100
Quiroga,Michoacán de Ocampo,27521,19.67,-101.52,Servicios,24768900
Cojumatlán de Régules,Michoacán de Ocampo,9986,19.83,-102.85,Agrícola,6990200
Los Reyes,Michoacán de Ocampo,78931,19.58,-102.47,Agrícola,55251700
Sahuayo,Michoacán de Ocampo,78477,20.05,-102.72,Mixta,62781600
San Lucas,Michoacán de Ocampo,17804,18.58,-100.78,Agrícola,12462800
Santa Ana Maya,Michoacán de Ocampo,13063,19.98,-101.03,Agrícola,9144100
Salvador Escalante,Michoacán de Ocampo,49957,19.42,-101.6,Mixta,39965600
Senguio,Michoacán de Ocampo,19041,19.75,-100.33,Agrícola,13328700
Susupuato,Michoacán de Ocampo,8706,19.22,-100.38,Agrícola,6094200
Tacámbaro,Michoacán de Ocampo,80370,19.23,-101.45,Agrícola,56259000
Tancítaro,Michoacán de Ocampo,33661,19.33,-102.37,Agrícola,23562700
Tangamandapio,Michoacán de Ocampo,30263,19.95,-102.42,Agrícola,21184100
Tangancícuaro,Michoacán de Ocampo,35306,19.9,-102.18,Agrícola,24714200
Tanhuato,Michoacán de Ocampo,15424,20.3,-102.32,Agrícola,10796800
Taretan,Michoacán de Ocampo,14173,19.33,-101.92,Agrícola,9921100
Tarímbaro,Michoacán de Ocampo,114457,19.78,-101.17,Mixta,91565600
Tepalcatepec,Michoacán de Ocampo,24089,19.18,-102.85,Agrícola,16862300
Tingambato,Michoacán de Ocampo,15643,19.5,-101.85,Agrícola,10950100
Tingüindín,Michoacán de Ocampo,14515,19.58,-102.48,Agrícola,10160500
Tiquicheo de Nicolás Romero,Michoacán de Ocampo,13240,18.9,-100.73,Agrícola,9268000
Tlalpujahua,Michoacán de Ocampo,28387,19.8,-100.17,Servicios,25548300
Tlazazalca,Michoacán de Ocampo,6520,19.92,-102.08,Agrícola,4564000
Tocumbo,Michoacán de Ocampo,12423,19.67,-102.6,Agrícola,8696100
Tumbiscatío,Michoacán de Ocampo,6520,18.82,-102.37,Agrícola,4564000
Turicato,Michoacán de Ocampo,29849,19.05,-101.42,Agrícola,20894300
Tuxpan,Michoacán de Ocampo,26569,19.57,-100.47,Agrícola,18598300
Tuzantla,Michoacán de Ocampo,16335,19.23,-100.58,Agrícola,11434500
Tzintzuntzan,Michoacán de Ocampo,14631,19.62,-101.58,Servicios,13167900
Tzitzio,Michoacán de Ocampo,8900,19.47,-100.93,Agrícola,6230000
Uruapan,Michoacán de Ocampo,356786,19.42,-102.05,Mixta,321107400
Venustiano Carranza,Michoacán de Ocampo,23487,20.12,-102.6,Agrícola,16440900
Villamar,Michoacán de Ocampo,16578,20.02,-102.6,Agrícola,11604600
Vista Hermosa,Michoacán de Ocampo,21013,20.28,-102.5,Agrícola,14709100
Yurécuaro,Michoacán de Ocampo,32308,20.2,-102.28,Mixta,24231000
Zacapu,Michoacán de Ocampo,76839,19.82,-101.78,Mixta,61471200
Zamora,Michoacán de Ocampo,204860,19.98,-102.28,Mixta,184374000
Zináparo,Michoacán de Ocampo,3363,20.15,-102.02,Agrícola,2354100
Zinapécuaro,Michoacán de Ocampo,48483,19.87,-100.75,Mixta,38786400
Ziracuaretiro,Michoacán de Ocampo,16814,19.43,-101.92,Agrícola,11769800
Zitácuaro,Michoacán de Ocampo,157048,19.43,-100.35,Mixta,141343200
José Sixto Verduzco,Michoacán de Ocampo,26176,20.25,-101.5,Agrícola,18323200
Amacuzac,Morelos,17502,18.6,-99.37,Agrícola,12251400
Atlatlahucan,Morelos,25232,18.93,-98.9,Agrícola,17662400
Axochiapan,Morelos,39121,18.5,-98.75,Agrícola,27384700
Ayala,Morelos,89843,18.77,-98.98,Agrícola,62890100
Coatlán del Río,Morelos,10483,18.73,-99.45,Agrícola,7338100
Cuautla,Morelos,187118,18.82,-98.95,Mixta,168406200
Cuernavaca,Morelos,378476,18.92,-99.23,Servicios,454171200
Emiliano Zapata,Morelos,107053,18.85,-99.18,Mixta,96347700
Huitzilac,Morelos,24515,19.03,-99.27,Agrícola,17160500
Jantetelco,Morelos,18972,18.72,-98.77,Agrícola,13280400
Jiutepec,Morelos,215171,18.88,-99.17,Industrial,236688100
Jojutla,Morelos,57673,18.62,-99.42,Mixta,46138400
Jonacatepec de Leandro Valle,Morelos,16694,18.68,-98.8,Agrícola,11685800
Mazatepec,Morelos,9812,18.7,-99.37,Agrícola,6868400
Miacatlán,Morelos,27129,18.75,-99.35,Agrícola,18990300
Ocuituco,Morelos,18788,18.87,-98.77,Agrícola,13151600
Puente de Ixtla,Morelos,66435,18.62,-99.32,Mixta,53148000
Temixco,Morelos,122243,18.85,-99.23,Mixta,109999900
Tepalcingo,Morelos,28387,18.6,-98.85,Agrícola,19870900
Tepoztlán,Morelos,54987,18.98,-99.1,Servicios,54987000
Tetecala,Morelos,7957,18.72,-99.38,Agrícola,5569900
Tetela del Volcán,Morelos,20696,18.88,-98.72,Agrícola,14487200
Tlalnepantla,Morelos,7957,18.97,-99.02,Agrícola,5569900
Tlaltizapán de Zapata,Morelos,52392,18.68,-99.12,Agrícola,36674400
Tlaquiltenango,Morelos,33844,18.63,-99.15,Agrícola,23690800
Tlayacapan,Morelos,19315,18.95,-98.98,Servicios,17383500
Totolapan,Morelos,12239,18.98,-98.92,Agrícola,8567300
Xochitepec,Morelos,73539,18.78,-99.23,Mixta,58831200
Yautepec,Morelos,102798,18.88,-99.05,Mixta,82238400
Yecapixtla,Morelos,56076,18.88,-98.87,Mixta,44860800
Zacatepec,Morelos,36080,18.65,-99.2,Mixta,28864000
Zacualpan de Amilpas,Morelos,9986,18.78,-98.77,Agrícola,6990200
Temoac,Morelos,16578,18.77,-98.8,Agrícola,11604600
Coatetelco,Morelos,11000,18.72,-99.32,Agrícola,7700000
Xoxocotla,Morelos,21000,18.63,-99.23,Mixta,16800000
Hueyapan,Morelos,8000,18.88,-98.68,Agrícola,5600000
Acaponeta,Nayarit,37232,22.5,-105.35,Agrícola,26062400
Ahuacatlán,Nayarit,15309,21.05,-104.47,Agrícola,10716300
Amatlán de Cañas,Nayarit,11537,20.82,-104.42,Agrícola,8075900
Compostela,Nayarit,77436,21.23,-104.9,Mixta,61948800
Huajicori,Nayarit,12230,22.67,-105.3,Agrícola,8561000
Ixtlán del Río,Nayarit,29267,21.03,-104.37,Mixta,23413600
Jala,Nayarit,19315,21.12,-104.43,Agrícola,13520500
Xalisco,Nayarit,65219,21.43,-104.9,Mixta,52175200
Del Nayar,Nayarit,42514,22.2,-104.68,Agrícola,29759800
Rosamorada,Nayarit,33298,22.13,-105.2,Agrícola,23308600
Ruíz,Nayarit,23460,21.95,-105.15,Agrícola,16422000
San Blas,Nayarit,41508,21.53,-105.28,Servicios,37357200
San Pedro Lagunillas,Nayarit,7683,21.22,-104.77,Agrícola,5378100
Santa María del Oro,Nayarit,24966,21.33,-104.58,Agrícola,17476200
Santiago Ixcuintla,Nayarit,93981,21.82,-105.22,Agrícola,65786700
Tecuala,Nayarit,37330,22.4,-105.45,Agrícola,26131000
Tepic,Nayarit,425924,21.5,-104.88,Servicios,468516400
Tuxpan,Nayarit,30048,21.95,-105.3,Agrícola,21033600
La Yesca,Nayarit,12025,21.35,-104.2,Agrícola,8417500
Bahía de Banderas,Nayarit,187632,20.8,-105.3,Servicios,225158400
Abasolo,Nuevo León,2974,25.95,-100.42,Agrícola,2081800
Agualeguas,Nuevo León,3382,26.32,-99.53,Agrícola,2367400
Los Aldamas,Nuevo León,1385,26,-99.18,Agrícola,969500
Allende,Nuevo León,34352,25.28,-100,Mixta,27481600
Anáhuac,Nuevo León,18031,27.23,-100.13,Agrícola,12621700
Apodaca,Nuevo León,656464,25.78,-100.18,Industrial,787756800
Aramberri,Nuevo León,14992,24.1,-99.82,Agrícola,10494400
Bustamante,Nuevo León,3661,26.53,-100.5,Servicios,3294900
Cadereyta Jiménez,Nuevo León,122337,25.6,-99.98,Mixta,109999900
El Carmen,Nuevo León,104478,25.95,-100.35,Mixta,83582400
Cerralvo,Nuevo León,7177,26.08,-99.6,Agrícola,5023900
Ciénega de Flores,Nuevo León,68749,25.95,-100.18,Industrial,75623900
China,Nuevo León,9943,25.7,-99.23,Agrícola,6960100
Doctor Arroyo,Nuevo León,36080,23.67,-100.18,Agrícola,25256000
Doctor Coss,Nuevo León,1361,26,-99.2,Agrícola,952700
Doctor González,Nuevo León,3284,25.88,-99.95,Agrícola,2298800
Galeana,Nuevo León,40971,24.83,-100.07,Agrícola,28679700
García,Nuevo León,397978,25.82,-100.58,Industrial,477573600
San Pedro Garza García,Nuevo León,132169,25.65,-100.4,Servicios,158602800
General Bravo,Nuevo León,5527,25.8,-99.17,Agrícola,3868900
General Escobedo,Nuevo León,481213,25.82,-100.3,Industrial,577455600
General Terán,Nuevo León,14109,25.27,-99.68,Agrícola,9876300
General Treviño,Nuevo León,1826,26.27,-99.47,Agrícola,1278200
General Zaragoza,Nuevo León,6282,23.88,-99.77,Agrícola,4397400
General Zuazua,Nuevo León,102149,25.9,-100.1,Mixta,81719200
Guadalupe,Nuevo León,643143,25.67,-100.25,Industrial,771771600
Los Herreras,Nuevo León,1966,25.9,-99.52,Agrícola,1376200
Higueras,Nuevo León,1385,25.97,-100,Agrícola,969500
Hualahuises,Nuevo León,7077,24.83,-99.67,Agrícola,5307750
Iturbide,Nuevo León,3298,24.73,-99.9,Agrícola,2308600
Juárez,Nuevo León,471523,25.63,-100.1,Mixta,565827600
Lampazos de Naranjo,Nuevo León,5349,27.02,-100.5,Mixta,4279200
Linares,Nuevo León,84666,24.85,-99.57,Mixta,67732800
Marín,Nuevo León,5119,25.88,-100.03,Agrícola,3583300
Melchor Ocampo,Nuevo León,1520,26.1,-99.4,Agrícola,1064000
Mier y Noriega,Nuevo León,7645,23.45,-100.12,Agrícola,5351500
Mina,Nuevo León,6048,26,-100.53,Agrícola,4233600
Montemorelos,Nuevo León,67428,25.2,-99.82,Mixta,53942400
Monterrey,Nuevo León,1142994,25.67,-100.3,Servicios,1371592800
Parás,Nuevo León,906,26.47,-99.47,Agrícola,634200
Pesquería,Nuevo León,147624,25.77,-99.98,Industrial,177148800
Los Ramones,Nuevo León,5353,25.7,-99.65,Agrícola,3747100
Rayones,Nuevo León,2377,25,-100.05,Agrícola,1663900
Sabinas Hidalgo,Nuevo León,34709,26.5,-100.17,Mixta,27767200
Salinas Victoria,Nuevo León,86766,25.97,-100.28,Industrial,95442600
San Nicolás de los Garza,Nuevo León,412959,25.75,-100.22,Industrial,495550800
Hidalgo,Nuevo León,16086,25.98,-100.42,Mixta,12868800
Santa Catarina,Nuevo León,306322,25.67,-100.45,Industrial,367586400
Santiago,Nuevo León,46784,25.43,-100.2,Servicios,51462400
Vallecillo,Nuevo León,1552,26.65,-99.98,Agrícola,1086400
Villaldama,Nuevo León,3993,26.5,-100.43,Mixta,3194400
Abejones,Oaxaca,1087,17.43,-96.6,Agrícola,760900
Acatlán de Pérez Figueroa,Oaxaca,46629,18.53,-96.6,Agrícola,32640300
Asunción Cacalotepec,Oaxaca,1410,17.2,-95.9,Agrícola,987000
Asunción Cuyotepeji,Oaxaca,1473,17.95,-97.77,Agrícola,1031100
Asunción Ixtaltepec,Oaxaca,16478,16.5,-95.07,Mixta,13182400
Asunción Nochixtlán,Oaxaca,20464,17.47,-97.23,Mixta,16371200
Asunción Ocotlán,Oaxaca,3670,16.78,-96.72,Agrícola,2569000
Asunción Tlacolulita,Oaxaca,694,16.22,-95.7,Agrícola,485800
Ayotzintepec,Oaxaca,6268,17.65,-96.2,Agrícola,4387600
El Barrio de la Soledad,Oaxaca,13880,16.78,-95.05,Agrícola,9716000
Calihualá,Oaxaca,1121,17.58,-98.2,Agrícola,784700
Candelaria Loxicha,Oaxaca,2758,15.93,-96.48,Agrícola,1930600
Ciénega de Zimatlán,Oaxaca,3284,16.9,-96.8,Agrícola,2298800
Ciudad Ixtepec,Oaxaca,28082,16.57,-95.1,Mixta,22465600
Coatecas Altas,Oaxaca,4923,16.58,-96.6,Agrícola,3446100
Coicoyán de las Flores,Oaxaca,9231,17.15,-98.23,Agrícola,6461700
La Compañía,Oaxaca,3670,16.68,-96.77,Agrícola,2569000
Concepción Buenavista,Oaxaca,670,17.82,-97.52,Agrícola,469000
Concepción Pápalo,Oaxaca,3438,17.85,-96.9,Agrícola,2406600
Constancia del Rosario,Oaxaca,3993,16.85,-97.98,Agrícola,2795100
Cosolapa,Oaxaca,15865,18.6,-96.67,Agrícola,11105500
Cosoltepec,Oaxaca,2992,18,-97.8,Agrícola,2094400
Cuilápam de Guerrero,Oaxaca,19176,17,-96.78,Mixta,15340800
Cuyamecalco Villa de Zaragoza,Oaxaca,4490,18.15,-96.92,Agrícola,3143000
Chahuites,Oaxaca,12423,16.27,-94.18,Agrícola,8696100
Chalcatongo de Hidalgo,Oaxaca,10305,17.02,-97.57,Agrícola,7213500
Chiquihuitlán de Benito Juárez,Oaxaca,1894,17.97,-96.97,Agrícola,1325800
Heroica Ciudad de Ejutla de Crespo,Oaxaca,24894,16.57,-96.73,Mixta,19915200
Eloxochitlán de Flores Magón,Oaxaca,4130,18.18,-96.88,Agrícola,2891000
El Espinal,Oaxaca,9231,16.57,-95,Agrícola,6461700
Tamazulápam del Espíritu Santo,Oaxaca,2620,17.03,-95.9,Agrícola,1834000
Fresnillo de Trujano,Oaxaca,1455,17.88,-98.15,Agrícola,1018500
Guadalupe Etla,Oaxaca,3438,17.15,-96.8,Agrícola,2406600
Guadalupe de Ramírez,Oaxaca,1455,17.75,-98.12,Agrícola,1018500
Guelatao de Juárez,Oaxaca,594,17.32,-96.55,Servicios,475200
Guevea de Humboldt,Oaxaca,5353,16.8,-95.38,Agrícola,3747100
Mesones Hidalgo,Oaxaca,4490,16.92,-98.22,Agrícola,3143000
Villa Hidalgo,Oaxaca,1455,17.13,-96.1,Agrícola,1018500
Heroica Ciudad de Huajuapan de León,Oaxaca,82409,17.8,-97.78,Mixta,65927200
Huautepec,Oaxaca,653,17.88,-96.83,Agrícola,457100
Huautla de Jiménez,Oaxaca,32009,18.13,-96.83,Agrícola,22406300
Ixtlán de Juárez,Oaxaca,9097,17.33,-96.48,Agrícola,6367900
Heroica Ciudad de Juchitán de Zaragoza,Oaxaca,113570,16.43,-95.02,Mixta,102213000
Loma Bonita,Oaxaca,40971,18.1,-95.88,Agrícola,28679700
Magdalena Apasco,Oaxaca,8706,17.22,-96.82,Agrícola,6094200
Magdalena Jaltepec,Oaxaca,3284,17.25,-97.35,Agrícola,2298800
Santa Magdalena Jicotlán,Oaxaca,82,17.77,-97.47,Agrícola,57400
Magdalena Mixtepec,Oaxaca,1361,16.85,-96.78,Agrícola,952700
Magdalena Ocotlán,Oaxaca,1121,16.75,-96.68,Agrícola,784700
Magdalena Peñasco,Oaxaca,3670,17.22,-97.55,Agrícola,2569000
Magdalena Teitipac,Oaxaca,2992,16.88,-96.6,Agrícola,2094400
Magdalena Tequisistlán,Oaxaca,5903,16.4,-95.58,Agrícola,4132100
Magdalena Tlacotepec,Oaxaca,1121,16.62,-95.23,Agrícola,784700
Magdalena Zahuatlán,Oaxaca,355,17.23,-97.3,Agrícola,248500
Mariscala de Juárez,Oaxaca,3550,17.8,-98.05,Agrícola,2485000
Mártires de Tacubaya,Oaxaca,1361,16.48,-98.28,Agrícola,952700
Matías Romero Avendaño,Oaxaca,39719,16.88,-95.03,Mixta,31775200
Mazatlán Villa de Flores,Oaxaca,14515,18.03,-96.9,Agrícola,10160500
Miahuatlán de Porfirio Díaz,Oaxaca,47261,16.33,-96.6,Mixta,37808800
Mixistlán de la Reforma,Oaxaca,1894,17.1,-95.9,Agrícola,1325800
Monjas,Oaxaca,2240,16.63,-96.85,Agrícola,1568000
Natividad,Oaxaca,2620,17.25,-96.48,Agrícola,1834000
Nazareno Etla,Oaxaca,4490,17.12,-96.8,Agrícola,3143000
Nejapa de Madero,Oaxaca,8395,16.58,-95.6,Agrícola,5876500
Ixpantepec Nieves,Oaxaca,1894,17.25,-97.87,Agrícola,1325800
Santiago Niltepec,Oaxaca,5472,16.5,-94.5,Agrícola,3830400
Oaxaca de Juárez,Oaxaca,270955,17.07,-96.72,Servicios,325146000
Ocotlán de Morelos,Oaxaca,23101,16.8,-96.67,Mixta,18480800
La Pe,Oaxaca,204,17.65,-97.63,Agrícola,142800
Pinotepa de Don Luis,Oaxaca,6916,16.5,-97.9,Agrícola,4841200
Pluma Hidalgo,Oaxaca,3012,15.92,-96.4,Agrícola,2108400
San José del Progreso,Oaxaca,6916,16.73,-96.7,Agrícola,4841200
Putla Villa de Guerrero,Oaxaca,35905,17.03,-97.93,Mixta,28724000
Santa Catarina Quioquitani,Oaxaca,510,16.27,-96.33,Agrícola,357000
Reforma de Pineda,Oaxaca,2824,16.33,-94.45,Agrícola,1976800
La Reforma,Oaxaca,2992,16.97,-97.82,Agrícola,2094400
Reyes Etla,Oaxaca,3862,17.18,-96.8,Agrícola,2703400
Rojas de Cuauhtémoc,Oaxaca,1894,16.92,-96.62,Agrícola,1325800
Salina Cruz,Oaxaca,84438,16.18,-95.2,Industrial,92881800
San Agustín Amatengo,Oaxaca,1455,16.6,-96.87,Agrícola,1018500
San Agustín Atenango,Oaxaca,1455,17.77,-97.98,Agrícola,1018500
San Agustín Chayuco,Oaxaca,4301,16.48,-97.88,Agrícola,3010700
San Agustín de las Juntas,Oaxaca,12239,17,-96.72,Mixta,9791200
San Agustín Etla,Oaxaca,4130,17.17,-96.78,Agrícola,2891000
San Agustín Loxicha,Oaxaca,4301,16,-96.62,Agrícola,3010700
San Agustín Tlacotepec,Oaxaca,1455,17.27,-97.55,Agrícola,1018500
San Agustín Yatareni,Oaxaca,4130,17.08,-96.67,Agrícola,2891000
San Andrés Cabecera Nueva,Oaxaca,2620,16.95,-97.77,Agrícola,1834000
San Andrés Dinicuiti,Oaxaca,2620,17.72,-97.77,Agrícola,1834000
San Andrés Huaxpaltepec,Oaxaca,6268,16.3,-98,Agrícola,4387600
San Andrés Huayápam,Oaxaca,6268,17.1,-96.67,Agrícola,4387600
San Andrés Ixtlahuaca,Oaxaca,1455,17.05,-96.83,Agrícola,1018500
San Andrés Lagunas,Oaxaca,594,17.6,-97.68,Agrícola,415800
San Andrés Nuxiño,Oaxaca,1121,17.3,-97.1,Agrícola,784700
San Andrés Paxtlán,Oaxaca,1894,16.15,-96.5,Agrícola,1325800
San Andrés Sinaxtla,Oaxaca,1121,17.43,-97.4,Agrícola,784700
San Andrés Solaga,Oaxaca,1894,17.33,-96.38,Agrícola,1325800
San Andrés Teotilálpam,Oaxaca,1455,17.88,-96.7,Agrícola,1018500
San Andrés Tepetlapa,Oaxaca,355,17.1,-97.97,Agrícola,248500
San Andrés Yaá,Oaxaca,437,17.22,-96.2,Agrícola,305900
San Andrés Zabache,Oaxaca,776,16.63,-96.75,Agrícola,543200
San Andrés Zautla,Oaxaca,4490,17.15,-96.88,Agrícola,3143000
San Antonino Castillo Velasco,Oaxaca,6268,16.82,-96.67,Agrícola,4387600
San Antonino el Alto,Oaxaca,2620,16.63,-96.93,Agrícola,1834000
San Antonino Monte Verde,Oaxaca,594,17.43,-97.78,Agrícola,415800
San Antonio Acutla,Oaxaca,2240,17.65,-97.55,Agrícola,1568000
San Antonio de la Cal,Oaxaca,22403,17.03,-96.7,Mixta,17922400
San Antonio Huitepec,Oaxaca,1455,17,-97.2,Agrícola,1018500
San Antonio Nanahuatípam,Oaxaca,1894,18.08,-97.02,Agrícola,1325800
San Antonio Sinicahua,Oaxaca,1121,17.18,-97.53,Agrícola,784700
San Antonio Tepetlapa,Oaxaca,1121,16.45,-97.6,Agrícola,784700
San Baltazar Chichicápam,Oaxaca,2240,16.73,-96.6,Agrícola,1568000
San Baltazar Loxicha,Oaxaca,3363,15.93,-96.62,Agrícola,2354100
San Baltazar Yatzachi el Bajo,Oaxaca,858,17.3,-96.38,Agrícola,600600
San Bartolo Coyotepec,Oaxaca,9231,16.97,-96.7,Mixta,7384800
San Bartolomé Ayautla,Oaxaca,3993,18.02,-96.7,Agrícola,2795100
San Bartolomé Loxicha,Oaxaca,2240,15.88,-96.67,Agrícola,1568000
San Bartolomé Quialana,Oaxaca,2620,16.87,-96.53,Agrícola,1834000
San Bartolomé Yucuañe,Oaxaca,594,17.33,-97.68,Agrícola,415800
San Bartolomé Zoogocho,Oaxaca,437,17.27,-96.3,Agrícola,305900
San Bartolo Soyaltepec,Oaxaca,1121,17.52,-97.4,Agrícola,784700
San Bartolo Yautepec,Oaxaca,670,16.38,-95.8,Agrícola,469000
San Bernardo Mixtepec,Oaxaca,1121,16.78,-96.83,Agrícola,784700
San Blas Atempa,Oaxaca,19506,16.33,-95.22,Mixta,15604800
San Carlos Yautepec,Oaxaca,12239,16.48,-95.95,Agrícola,8567300
San Cristóbal Amatlán,Oaxaca,1455,16.32,-96.4,Agrícola,1018500
San Cristóbal Amoltepec,Oaxaca,1121,17.2,-97.77,Agrícola,784700
San Cristóbal Lachirioag,Oaxaca,1455,17.43,-96.2,Agrícola,1018500
